  Compare Sequence names             Sd        Sn         S         N      ps      pn     ds      dn     ds/dn     ps/pn
  38   77 XM_022448 XM_022459  216.3333  774.6667  284.0000 1168.0000  0.7617  0.6632    nan  1.6177       nan    1.1485
  38   78 XM_022448 XM_022459  199.0000  709.0000  261.5000 1070.5000  0.7610  0.6623    nan  1.6097       nan    1.1490
  38   79 XM_022448 XM_022459  210.1667  744.8333  274.1667 1123.8333  0.7666  0.6628    nan  1.6136       nan    1.1566
  38   80 XM_022448 XM_022459  199.3333  707.6667  261.8333 1067.1667  0.7613  0.6631    nan  1.6167       nan    1.1480
  38   81 XM_022448 XM_022459  211.8333  764.1667  285.1667 1151.8333  0.7428  0.6634 3.4887  1.6194    2.1543    1.1197
  38   82 XM_022448 XM_022476  179.1667  629.8333  259.5000 1015.5000  0.6904  0.6202 1.8997  1.3157    1.4439    1.1132
  38   83 XM_022448 XM_022476  177.0000  626.0000  258.5000 1010.5000  0.6847  0.6195 1.8310  1.3115    1.3961    1.1053
  38   84 XM_022448 XM_022476  156.6667  544.3333  232.0000  908.0000  0.6753  0.5995 1.7298  1.2045    1.4361    1.1264
  38   85 XM_022448 XM_022476  298.3333 1056.6667  412.1667 1591.8333  0.7238  0.6638 2.5162  1.6226    1.5507    1.0904
  38   86 XM_022448 XM_022476  296.8333 1096.1667  424.5000 1675.5000  0.6993  0.6542 2.0199  1.5436    1.3086    1.0688
  38   87 XM_022448 XM_022476  305.0000 1131.0000  437.8333 1722.1667  0.6966  0.6567 1.9819  1.5634    1.2676    1.0607
  38   88 XM_022448 XM_022476  194.0000  679.0000  281.1667 1092.8333  0.6900  0.6213 1.8941  1.3221    1.4327    1.1105
  38   89 XM_022448 XM_022476  186.5000  656.5000  271.3333 1051.6667  0.6873  0.6242 1.8618  1.3393    1.3901    1.1011
  38   90 XM_022448 XM_022476  196.8333  706.1667  289.0000 1118.0000  0.6811  0.6316 1.7904  1.3847    1.2930    1.0783
  38   91 XM_022448 XM_022454  125.6667  447.3333  190.3333  751.6667  0.6602  0.5951 1.5922  1.1831    1.3459    1.1094
  38   92 XM_022448 XM_022447  123.1667  449.8333  190.3333  751.6667  0.6471  0.5984 1.4898  1.1994    1.2422    1.0813
  38   93 XM_022448 XM_022461  261.8333  948.1667  362.8333 1404.1667  0.7216  0.6753 2.4562  1.7295    1.4202    1.0687
  38   94 XM_022448 XM_022459  198.5000  682.5000  268.0000 1046.0000  0.7407  0.6525 3.2903  1.5301    2.1504    1.1352
  38   95 XM_022448 XM_022444  286.6667  852.3333  379.1667 1402.8333  0.7560  0.6076    nan  1.2460       nan    1.2444
  38   96 XM_022448 XM_022444  346.1667 1162.8333  484.1667 1861.8333  0.7150  0.6246 2.2980  1.3412    1.7134    1.1448
  38   97 XM_022448 XM_022443  219.1667  752.8333  300.5000 1223.5000  0.7293  0.6153 2.6939  1.2878    2.0918    1.1853
  38   98 XM_022448 XM_022446  192.5000  664.5000  260.1667 1014.8333  0.7399  0.6548 3.2314  1.5480    2.0875    1.1300
  38   99 XM_022448 XM_022438  153.6667  570.3333  227.8333  858.1667  0.6745  0.6646 1.7217  1.6295    1.0566    1.0149
  38  100 XM_022448 XM_022476  214.6667  787.3333  292.0000 1151.0000  0.7352  0.6840 2.9421  1.8233    1.6136    1.0747
  38  101 XM_022448 XM_022443  356.0000 1342.0000  496.1667 1927.8333  0.7175  0.6961 2.3541  1.9750    1.1920    1.0307
  38  102 XM_022448 XM_022448  359.0000 1347.0000  502.0000 1952.0000  0.7151  0.6901 2.3015  1.8951    1.2145    1.0363
  39   40 XM_022448 XM_022448    0.0000    0.0000  403.3333 1612.6667  0.0000  0.0000 0.0000  0.0000       nan       nan
  39   41 XM_022448 XM_022448    2.1667   17.8333  396.5000 1574.5000  0.0055  0.0113 0.0055  0.0114    0.4806    0.4825
  39   42 XM_022448 XM_022448   38.0000  100.0000  399.8333 1628.1667  0.0950  0.0614 0.1016  0.0641    1.5859    1.5474
  39   43 XM_022448 XM_022448   38.0000  100.0000  399.5000 1625.5000  0.0951  0.0615 0.1017  0.0642    1.5846    1.5462
  39   44 XM_022448 XM_022448   45.5000  111.5000  408.1667 1661.8333  0.1115  0.0671 0.1207  0.0703    1.7170    1.6614
  39   45 XM_022448 XM_022448   45.5000  111.5000  408.1667 1661.8333  0.1115  0.0671 0.1207  0.0703    1.7170    1.6614
  39   46 XM_022448 XM_022448   45.5000  111.5000  408.1667 1661.8333  0.1115  0.0671 0.1207  0.0703    1.7170    1.6614
  39   47 XM_022448 XM_022448   45.5000  111.5000  408.1667 1661.8333  0.1115  0.0671 0.1207  0.0703    1.7170    1.6614
  39   48 XM_022448 XM_022448   38.0000  100.0000  399.5000 1625.5000  0.0951  0.0615 0.1017  0.0642    1.5846    1.5462
  39   49 XM_022448 XM_022448   45.5000  111.5000  408.1667 1661.8333  0.1115  0.0671 0.1207  0.0703    1.7170    1.6614
  39   50 XM_022448 XM_022451   50.8333  121.1667  187.0000  740.0000  0.2718  0.1637 0.3376  0.1847    1.8275    1.6602
  39   51 XM_022448 XM_022431  165.1667  482.8333  218.8333  849.1667  0.7548  0.5686    nan  1.0645       nan    1.3274
  39   52 XM_022448 XM_022431  152.8333  436.1667  200.3333  786.6667  0.7629  0.5544    nan  1.0082       nan    1.3760
  39   53 XM_022448 XM_022431  299.1667 1041.8333  409.8333 1618.1667  0.7300  0.6438 2.7172  1.4663    1.8531    1.1338
  39   54 XM_022448 XM_022439  151.1667  447.8333  213.0000  846.0000  0.7097  0.5294 2.1928  0.9176    2.3897    1.3407
  39   55 XM_022448 XM_022439  246.3333  849.6667  350.5000 1383.5000  0.7028  0.6141 2.0743  1.2814    1.6189    1.1444
  39   56 XM_022448 XM_022439  153.3333  455.6667  221.8333  891.1667  0.6912  0.5113 1.9096  0.8587    2.2238    1.3518
  39   57 XM_022448 XM_022439  153.3333  455.6667  221.8333  891.1667  0.6912  0.5113 1.9096  0.8587    2.2238    1.3518
  39   58 XM_022448 XM_022439  153.8333  483.1667  224.1667  894.8333  0.6862  0.5400 1.8488  0.9546    1.9368    1.2709
  39   59 XM_022448 XM_022439  153.8333  483.1667  224.1667  894.8333  0.6862  0.5400 1.8488  0.9546    1.9368    1.2709
  39   60 XM_022448 XM_022439  153.8333  483.1667  224.1667  894.8333  0.6862  0.5400 1.8488  0.9546    1.9368    1.2709
  39   61 XM_022448 XM_022439  153.8333  483.1667  224.1667  894.8333  0.6862  0.5400 1.8488  0.9546    1.9368    1.2709
  39   62 XM_022448 XM_022439  153.8333  483.1667  224.1667  894.8333  0.6862  0.5400 1.8488  0.9546    1.9368    1.2709
  39   63 XM_022448 XM_022439  130.3333  388.6667  185.5000  750.5000  0.7026  0.5179 2.0712  0.8796    2.3547    1.3567
  39   64 XM_022448 XM_022438  217.8333  733.1667  304.8333 1225.1667  0.7146  0.5984 2.2900  1.1992    1.9095    1.1941
  39   65 XM_022448 XM_022438  217.8333  733.1667  304.8333 1225.1667  0.7146  0.5984 2.2900  1.1992    1.9095    1.1941
  39   66 XM_022448 XM_022438  219.8333  727.1667  305.3333 1218.6667  0.7200  0.5967 2.4136  1.1907    2.0270    1.2066
  39   67 XM_022448 XM_022439  216.1667  718.8333  301.8333 1207.1667  0.7162  0.5955 2.3242  1.1848    1.9618    1.2027
  39   68 XM_022448 XM_022439  110.5000  330.5000  163.6667  646.3333  0.6752  0.5113 1.7285  0.8588    2.0127    1.3203
  39   69 XM_022448 XM_022436  210.8333  718.1667  300.8333 1184.1667  0.7008  0.6065 2.0436  1.2402    1.6478    1.1556
  39   70 XM_022448 XM_022436  130.5000  372.5000  181.1667  727.8333  0.7203  0.5118 2.4225  0.8602    2.8162    1.4075
  39   71 XM_022448 XM_022436  200.6667  720.3333  293.8333 1200.1667  0.6829  0.6002 1.8107  1.2081    1.4989    1.1378
  39   72 XM_022448 XM_022446  272.8333  936.1667  407.6667 1557.3333  0.6693  0.6011 1.6716  1.2128    1.3783    1.1133
  39   73 XM_022448 XM_022446  254.5000  876.5000  385.0000 1469.0000  0.6610  0.5967 1.5989  1.1906    1.3430    1.1079
  39   74 XM_022448 XM_022445  270.0000  901.0000  393.0000 1515.0000  0.6870  0.5947 1.8580  1.1811    1.5731    1.1552
  39   75 XM_022448 XM_022440  181.1667  629.8333  259.6667 1069.3333  0.6977  0.5890 1.9972  1.1540    1.7307    1.1845
  39   76 XM_022448 XM_022445   44.0000  191.0000   76.5000  346.5000  0.5752  0.5512 1.0922  0.9959    1.0966    1.0434
  39   77 XM_022448 XM_022459  207.3333  713.6667  269.0000 1111.0000  0.7708  0.6424    nan  1.4560       nan    1.1999
  39   78 XM_022448 XM_022459  190.0000  644.0000  246.0000 1011.0000  0.7724  0.6370    nan  1.4195       nan    1.2125
  39   79 XM_022448 XM_022459  203.1667  706.8333  266.1667 1098.8333  0.7633  0.6433    nan  1.4622       nan    1.1866
  39   80 XM_022448 XM_022459  194.8333  666.1667  254.3333 1044.6667  0.7661  0.6377    nan  1.4241       nan    1.2013
  39   81 XM_022448 XM_022459  211.5000  716.5000  277.3333 1126.6667  0.7626  0.6359    nan  1.4126       nan    1.1992
  39   82 XM_022448 XM_022476  138.0000  502.0000  207.8333  824.1667  0.6640  0.6091 1.6242  1.2540    1.2952    1.0901
  39   83 XM_022448 XM_022476  136.3333  497.6667  206.6667  819.3333  0.6597  0.6074 1.5875  1.2450    1.2751    1.0861
  39   84 XM_022448 XM_022476  128.5000  466.5000  196.5000  778.5000  0.6539  0.5992 1.5414  1.2032    1.2810    1.0913
  39   85 XM_022448 XM_022476  237.6667  942.3333  356.1667 1407.8333  0.6673  0.6694 1.6536  1.6725    0.9887    0.9969
  39   86 XM_022448 XM_022476  263.8333 1009.1667  399.5000 1565.5000  0.6604  0.6446 1.5936  1.4719    1.0827    1.0245
  39   87 XM_022448 XM_022476  269.8333 1031.1667  409.5000 1600.5000  0.6589  0.6443 1.5814  1.4694    1.0762    1.0227
  39   88 XM_022448 XM_022476  189.3333  672.6667  276.3333 1085.6667  0.6852  0.6196 1.8361  1.3120    1.3995    1.1058
  39   89 XM_022448 XM_022476  179.3333  651.6667  267.0000 1056.0000  0.6717  0.6171 1.6943  1.2979    1.3054    1.0884
  39   90 XM_022448 XM_022476  186.6667  683.3333  279.8333 1103.1667  0.6671  0.6194 1.6515  1.3111    1.2596    1.0769
  39   91 XM_022448 XM_022454  117.6667  411.3333  179.5000  705.5000  0.6555  0.5830 1.5538  1.1267    1.3790    1.1243
  39   92 XM_022448 XM_022447  115.1667  427.8333  184.5000  730.5000  0.6242  0.5857 1.3391  1.1387    1.1760    1.0658
  39   93 XM_022448 XM_022461  275.5000  906.5000  359.1667 1395.8333  0.7671  0.6494    nan  1.5069       nan    1.1811
  39   94 XM_022448 XM_022459  209.8333  624.1667  265.1667 1024.8333  0.7913  0.6090    nan  1.2537       nan    1.2993
  39   95 XM_022448 XM_022444  239.6667  694.3333  326.3333 1227.6667  0.7344  0.5656 2.9057  1.0521    2.7618    1.2985
  39   96 XM_022448 XM_022444  304.3333  995.6667  432.1667 1637.8333  0.7042  0.6079 2.0969  1.2477    1.6806    1.1584
  39   97 XM_022448 XM_022443  173.3333  564.6667  249.8333 1028.1667  0.6938  0.5492 1.9433  0.9883    1.9663    1.2633
  39   98 XM_022448 XM_022446  175.6667  664.3333  259.1667 1018.8333  0.6778  0.6521 1.7556  1.5267    1.1499    1.0395
  39   99 XM_022448 XM_022438  165.0000  545.0000  226.3333  847.6667  0.7290  0.6429 2.6821  1.4600    1.8371    1.1339
  39  100 XM_022448 XM_022476  176.0000  725.0000  276.6667 1091.3333  0.6361  0.6643 1.4139  1.6271    0.8689    0.9576
  39  101 XM_022448 XM_022443  316.8333 1108.1667  424.6667 1645.3333  0.7461  0.6735 3.9396  1.7123    2.3008    1.1077
  39  102 XM_022448 XM_022448  304.3333 1139.6667  427.5000 1654.5000  0.7119  0.6888 2.2347  1.8798    1.1888    1.0335
  40   41 XM_022448 XM_022448    2.1667   17.8333  396.5000 1574.5000  0.0055  0.0113 0.0055  0.0114    0.4806    0.4825
  40   42 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   43 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   44 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   45 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   46 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   47 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   48 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   49 XM_022448 XM_022448   38.0000  100.0000  395.1667 1608.8333  0.0962  0.0622 0.1029  0.0649    1.5861    1.5471
  40   50 XM_022448 XM_022451   41.3333   98.6667  173.5000  687.5000  0.2382  0.1435 0.2867  0.1593    1.7995    1.6600
  40   51 XM_022448 XM_022431  156.3333  444.6667  203.8333  798.1667  0.7670  0.5571    nan  1.0185       nan    1.3767
  40   52 XM_022448 XM_022431  152.8333  436.1667  200.3333  786.6667  0.7629  0.5544    nan  1.0082       nan    1.3760
  40   53 XM_022448 XM_022431  290.3333 1003.6667  394.8333 1567.1667  0.7353  0.6404 2.9508  1.4427    2.0454    1.1482
  40   54 XM_022448 XM_022439  147.5000  415.5000  202.6667  805.3333  0.7278  0.5159 2.6399  0.8734    3.0226    1.4106
  40   55 XM_022448 XM_022439  241.0000  819.0000  340.5000 1342.5000  0.7078  0.6101 2.1579  1.2591    1.7138    1.1602
  40   56 XM_022448 XM_022439  148.8333  426.1667  212.3333  846.6667  0.7009  0.5033 2.0453  0.8341    2.4522    1.3926
  40   57 XM_022448 XM_022439  148.8333  426.1667  212.3333  846.6667  0.7009  0.5033 2.0453  0.8341    2.4522    1.3926
  40   58 XM_022448 XM_022439  150.3333  453.6667  214.6667  850.3333  0.7003  0.5335 2.0357  0.9319    2.1844    1.3126
  40   59 XM_022448 XM_022439  150.3333  453.6667  214.6667  850.3333  0.7003  0.5335 2.0357  0.9319    2.1844    1.3126
  40   60 XM_022448 XM_022439  150.3333  453.6667  214.6667  850.3333  0.7003  0.5335 2.0357  0.9319    2.1844    1.3126
  40   61 XM_022448 XM_022439  150.3333  453.6667  214.6667  850.3333  0.7003  0.5335 2.0357  0.9319    2.1844    1.3126
  40   62 XM_022448 XM_022439  150.3333  453.6667  214.6667  850.3333  0.7003  0.5335 2.0357  0.9319    2.1844    1.3126
  40   63 XM_022448 XM_022439  124.8333  353.1667  173.8333  702.1667  0.7181  0.5030 2.3686  0.8329    2.8437    1.4278
  40   64 XM_022448 XM_022438  212.3333  701.6667  295.1667 1177.8333  0.7194  0.5957 2.3985  1.1860    2.0223    1.2075
  40   65 XM_022448 XM_022438  212.3333  701.6667  295.1667 1177.8333  0.7194  0.5957 2.3985  1.1860    2.0223    1.2075
  40   66 XM_022448 XM_022438  212.3333  701.6667  295.1667 1177.8333  0.7194  0.5957 2.3985  1.1860    2.0223    1.2075
  40   67 XM_022448 XM_022439  212.3333  701.6667  295.1667 1177.8333  0.7194  0.5957 2.3985  1.1860    2.0223    1.2075
  40   68 XM_022448 XM_022439  110.5000  330.5000  163.6667  646.3333  0.6752  0.5113 1.7285  0.8588    2.0127    1.3203
  40   69 XM_022448 XM_022436  207.5000  687.5000  291.1667 1145.8333  0.7127  0.6000 2.2498  1.2071    1.8638    1.1878
  40   70 XM_022448 XM_022436  129.8333  365.1667  178.8333  715.1667  0.7260  0.5106 2.5816  0.8565    3.0142    1.4219
  40   71 XM_022448 XM_022436  191.1667  683.8333  281.0000 1150.0000  0.6803  0.5946 1.7820  1.1807    1.5092    1.1441
  40   72 XM_022448 XM_022446  264.5000  901.5000  395.8333 1509.1667  0.6682  0.5973 1.6619  1.1939    1.3920    1.1186
  40   73 XM_022448 XM_022446  250.3333  853.6667  378.0000 1440.0000  0.6623  0.5928 1.6093  1.1720    1.3730    1.1171
  40   74 XM_022448 XM_022445  258.5000  862.5000  380.5000 1464.5000  0.6794  0.5889 1.7720  1.1537    1.5359    1.1535
  40   75 XM_022448 XM_022440  179.5000  611.5000  254.3333 1044.6667  0.7058  0.5854 2.1229  1.1372    1.8668    1.2057
  40   76 XM_022448 XM_022445   44.0000  191.0000   76.5000  346.5000  0.5752  0.5512 1.0922  0.9959    1.0966    1.0434
  40   77 XM_022448 XM_022459  195.1667  677.8333  256.3333 1057.6667  0.7614  0.6409    nan  1.4457       nan    1.1880
  40   78 XM_022448 XM_022459  177.8333  608.1667  233.3333  957.6667  0.7621  0.6351    nan  1.4067       nan    1.2001
  40   79 XM_022448 XM_022459  195.1667  677.8333  256.3333 1057.6667  0.7614  0.6409    nan  1.4457       nan    1.1880
  40   80 XM_022448 XM_022459  187.6667  639.3333  245.5000 1005.5000  0.7644  0.6358    nan  1.4118       nan    1.2022
  40   81 XM_022448 XM_022459  203.5000  687.5000  267.5000 1085.5000  0.7607  0.6333    nan  1.3957       nan    1.2012
  40   82 XM_022448 XM_022476  127.5000  460.5000  194.6667  771.3333  0.6550  0.5970 1.5494  1.1923    1.2995    1.0971
  40   83 XM_022448 XM_022476  127.5000  460.5000  194.6667  771.3333  0.6550  0.5970 1.5494  1.1923    1.2995    1.0971
  40   84 XM_022448 XM_022476  127.5000  460.5000  194.6667  771.3333  0.6550  0.5970 1.5494  1.1923    1.2995    1.0971
  40   85 XM_022448 XM_022476  227.1667  900.8333  343.0000 1355.0000  0.6623  0.6648 1.6096  1.6315    0.9866    0.9962
  40   86 XM_022448 XM_022476  262.8333 1005.1667  397.8333 1561.1667  0.6607  0.6439 1.5957  1.4665    1.0882    1.0261
  40   87 XM_022448 XM_022476  262.1667 1003.8333  398.1667 1560.8333  0.6584  0.6431 1.5773  1.4614    1.0793    1.0238
  40   88 XM_022448 XM_022476  183.0000  659.0000  270.1667 1067.8333  0.6774  0.6171 1.7509  1.2981    1.3489    1.0976
  40   89 XM_022448 XM_022476  179.3333  651.6667  267.0000 1056.0000  0.6717  0.6171 1.6943  1.2979    1.3054    1.0884
  40   90 XM_022448 XM_022476  180.0000  658.0000  269.6667 1065.3333  0.6675  0.6176 1.6554  1.3010    1.2724    1.0807
  40   91 XM_022448 XM_022454  109.3333  378.6667  167.0000  655.0000  0.6547  0.5781 1.5472  1.1049    1.4003    1.1325
  40   92 XM_022448 XM_022447  112.1667  414.8333  179.5000  711.5000  0.6249  0.5830 1.3431  1.1267    1.1920    1.0718
  40   93 XM_022448 XM_022461  275.5000  906.5000  359.1667 1395.8333  0.7671  0.6494    nan  1.5069       nan    1.1811
  40   94 XM_022448 XM_022459  208.1667  618.8333  263.0000 1018.0000  0.7915  0.6079    nan  1.2476       nan    1.3021
  40   95 XM_022448 XM_022444  229.1667  656.8333  311.0000 1177.0000  0.7369  0.5581 3.0339  1.0222    2.9681    1.3204
  40   96 XM_022448 XM_022444  292.3333  961.6667  420.3333 1586.6667  0.6955  0.6061 1.9661  1.2382    1.5879    1.1475
  40   97 XM_022448 XM_022443  162.0000  535.0000  236.8333  975.1667  0.6840  0.5486 1.8231  0.9862    1.8487    1.2468
  40   98 XM_022448 XM_022446  175.6667  663.3333  258.6667 1016.3333  0.6791  0.6527 1.7694  1.5315    1.1553    1.0405
  40   99 XM_022448 XM_022438  165.0000  545.0000  226.3333  847.6667  0.7290  0.6429 2.6821  1.4600    1.8371    1.1339
  40  100 XM_022448 XM_022476  165.0000  683.0000  263.8333 1038.1667  0.6254  0.6579 1.3462  1.5728    0.8559    0.9506
  40  101 XM_022448 XM_022443  304.1667 1072.8333  411.6667 1592.3333  0.7389  0.6737 3.1576  1.7145    1.8417    1.0966
  40  102 XM_022448 XM_022448  294.0000 1098.0000  412.8333 1603.1667  0.7122  0.6849 2.2399  1.8330    1.2219    1.0398
  41   42 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   43 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   44 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   45 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   46 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   47 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   48 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   49 XM_022448 XM_022448   40.3333  112.6667  387.8333 1571.1667  0.1040  0.0717 0.1120  0.0754    1.4853    1.4503
  41   50 XM_022448 XM_022451   40.6667   96.3333  165.3333  650.6667  0.2460  0.1481 0.2981  0.1649    1.8073    1.6613
  41   51 XM_022448 XM_022431  152.3333  420.6667  197.3333  762.6667  0.7720  0.5516    nan  0.9972       nan    1.3996
  41   52 XM_022448 XM_022431  152.3333  420.6667  197.3333  762.6667  0.7720  0.5516    nan  0.9972       nan    1.3996
  41   53 XM_022448 XM_022431  286.3333  979.6667  388.3333 1531.6667  0.7373  0.6396 3.0612  1.4370    2.1302    1.1528
  41   54 XM_022448 XM_022439  142.0000  395.0000  197.3333  774.6667  0.7196  0.5099 2.4041  0.8543    2.8143    1.4113
  41   55 XM_022448 XM_022439  236.0000  799.0000  335.0000 1312.0000  0.7045  0.6090 2.1014  1.2535    1.6765    1.1568
  41   56 XM_022448 XM_022439  144.0000  406.0000  207.0000  816.0000  0.6957  0.4975 1.9685  0.8166    2.4105    1.3982
  41   57 XM_022448 XM_022439  144.0000  406.0000  207.0000  816.0000  0.6957  0.4975 1.9685  0.8166    2.4105    1.3982
  41   58 XM_022448 XM_022439  145.6667  433.3333  209.3333  819.6667  0.6959  0.5287 1.9714  0.9153    2.1538    1.3162
  41   59 XM_022448 XM_022439  145.6667  433.3333  209.3333  819.6667  0.6959  0.5287 1.9714  0.9153    2.1538    1.3162
  41   60 XM_022448 XM_022439  145.6667  433.3333  209.3333  819.6667  0.6959  0.5287 1.9714  0.9153    2.1538    1.3162
  41   61 XM_022448 XM_022439  145.6667  433.3333  209.3333  819.6667  0.6959  0.5287 1.9714  0.9153    2.1538    1.3162
  41   62 XM_022448 XM_022439  145.6667  433.3333  209.3333  819.6667  0.6959  0.5287 1.9714  0.9153    2.1538    1.3162
  41   63 XM_022448 XM_022439  120.3333  330.6667  168.5000  671.5000  0.7141  0.4924 2.2804  0.8016    2.8449    1.4502
  41   64 XM_022448 XM_022438  207.0000  681.0000  289.3333 1147.6667  0.7154  0.5934 2.3080  1.1747    1.9648    1.2057
  41   65 XM_022448 XM_022438  207.0000  681.0000  289.3333 1147.6667  0.7154  0.5934 2.3080  1.1747    1.9648    1.2057
  41   66 XM_022448 XM_022438  207.0000  681.0000  289.3333 1147.6667  0.7154  0.5934 2.3080  1.1747    1.9648    1.2057
  41   67 XM_022448 XM_022439  207.0000  681.0000  289.3333 1147.6667  0.7154  0.5934 2.3080  1.1747    1.9648    1.2057
  41   68 XM_022448 XM_022439  110.5000  330.5000  164.1667  645.8333  0.6731  0.5117 1.7081  0.8600    1.9861    1.3153
  41   69 XM_022448 XM_022436  202.5000  668.5000  286.1667 1114.8333  0.7076  0.5996 2.1552  1.2053    1.7881    1.1801
  41   70 XM_022448 XM_022436  124.8333  346.1667  173.8333  684.1667  0.7181  0.5060 2.3686  0.8421    2.8128    1.4193
  41   71 XM_022448 XM_022436  186.8333  663.1667  275.1667 1119.8333  0.6790  0.5922 1.7679  1.1691    1.5122    1.1465
  41   72 XM_022448 XM_022446  261.5000  888.5000  390.1667 1481.8333  0.6702  0.5996 1.6807  1.2051    1.3947    1.1178
  41   73 XM_022448 XM_022446  250.3333  853.6667  378.0000 1440.0000  0.6623  0.5928 1.6093  1.1720    1.3730    1.1171
  41   74 XM_022448 XM_022445  251.6667  840.3333  373.1667 1429.8333  0.6744  0.5877 1.7210  1.1480    1.4991    1.1475
  41   75 XM_022448 XM_022440  175.6667  592.3333  248.5000 1008.5000  0.7069  0.5873 2.1426  1.1463    1.8691    1.2036
  41   76 XM_022448 XM_022445   44.0000  191.0000   76.5000  346.5000  0.5752  0.5512 1.0922  0.9959    1.0966    1.0434
  41   77 XM_022448 XM_022459  191.3333  654.6667  248.1667 1023.8333  0.7710  0.6394    nan  1.4358       nan    1.2057
  41   78 XM_022448 XM_022459  174.3333  602.6667  229.3333  946.6667  0.7602  0.6366    nan  1.4170       nan    1.1941
  41   79 XM_022448 XM_022459  191.3333  654.6667  248.1667 1023.8333  0.7710  0.6394    nan  1.4358       nan    1.2057
  41   80 XM_022448 XM_022459  184.1667  633.8333  241.5000  994.5000  0.7626  0.6373    nan  1.4218       nan    1.1965
  41   81 XM_022448 XM_022459  198.6667  667.3333  259.3333 1051.6667  0.7661  0.6345    nan  1.4034       nan    1.2073
  41   82 XM_022448 XM_022476  124.6667  440.3333  190.1667  742.8333  0.6556  0.5928 1.5541  1.1718    1.3263    1.1059
  41   83 XM_022448 XM_022476  124.6667  440.3333  190.1667  742.8333  0.6556  0.5928 1.5541  1.1718    1.3263    1.1059
  41   84 XM_022448 XM_022476  124.6667  440.3333  190.1667  742.8333  0.6556  0.5928 1.5541  1.1718    1.3263    1.1059
  41   85 XM_022448 XM_022476  223.1667  875.8333  337.3333 1318.6667  0.6616  0.6642 1.6033  1.6259    0.9861    0.9961
  41   86 XM_022448 XM_022476  259.3333  981.6667  392.0000 1531.0000  0.6616  0.6412 1.6034  1.4479    1.1074    1.0318
  41   87 XM_022448 XM_022476  259.3333  981.6667  392.0000 1531.0000  0.6616  0.6412 1.6034  1.4479    1.1074    1.0318
  41   88 XM_022448 XM_022476  178.1667  636.8333  264.5000 1037.5000  0.6736  0.6138 1.7130  1.2795    1.3388    1.0974
  41   89 XM_022448 XM_022476  177.6667  635.3333  263.8333 1035.1667  0.6734  0.6137 1.7112  1.2792    1.3377    1.0972
  41   90 XM_022448 XM_022476  177.6667  635.3333  263.8333 1035.1667  0.6734  0.6137 1.7112  1.2792    1.3377    1.0972
  41   91 XM_022448 XM_022454  105.1667  354.8333  160.1667  625.8333  0.6566  0.5670 1.5624  1.0578    1.4770    1.1581
  41   92 XM_022448 XM_022447  109.8333  389.1667  174.1667  680.8333  0.6306  0.5716 1.3783  1.0770    1.2797    1.1033
  41   93 XM_022448 XM_022461  274.5000  911.5000  359.6667 1395.3333  0.7632  0.6532    nan  1.5359       nan    1.1683
  41   94 XM_022448 XM_022459  201.1667  597.8333  255.0000  984.0000  0.7889  0.6076    nan  1.2458       nan    1.2985
  41   95 XM_022448 XM_022444  221.1667  638.8333  304.0000 1142.0000  0.7275  0.5594 2.6306  1.0274    2.5604    1.3005
  41   96 XM_022448 XM_022444  287.5000  943.5000  412.5000 1552.5000  0.6970  0.6077 1.9869  1.2468    1.5937    1.1468
  41   97 XM_022448 XM_022443  156.3333  516.6667  230.3333  939.6667  0.6787  0.5498 1.7652  0.9907    1.7817    1.2344
